               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  60,            0.022383,              0.0123,           0.0022483,             0.97756,             0.95759,             0.97624,             0.81376,            0.018392,           0.0044235,           0.0017664,           0.0082019,           0.0082019,           0.0082019
                  61,             0.02043,            0.011683,            0.001887,             0.96356,             0.95215,             0.97171,             0.79634,            0.018875,           0.0046827,           0.0016803,            0.008145,            0.008145,            0.008145
                  62,             0.02053,            0.011533,           0.0024028,             0.97797,             0.96781,             0.97509,             0.83501,            0.019302,             0.00408,           0.0020288,           0.0080875,           0.0080875,           0.0080875
                  63,            0.020882,            0.011736,           0.0019698,             0.97403,             0.96826,             0.97977,             0.82933,            0.018736,           0.0039887,           0.0014911,           0.0080294,           0.0080294,           0.0080294
                  64,            0.020679,            0.011484,           0.0017669,             0.97264,             0.97232,              0.9812,             0.85836,            0.015919,           0.0039103,           0.0017857,           0.0079706,           0.0079706,           0.0079706
                  65,            0.020981,            0.011484,           0.0021376,             0.98192,             0.96555,             0.97694,             0.82759,            0.017778,            0.004222,           0.0022484,           0.0079112,           0.0079112,           0.0079112
                  66,            0.020473,            0.011773,            0.002048,             0.98269,               0.964,               0.977,             0.82642,            0.017789,           0.0041727,           0.0021969,           0.0078512,           0.0078512,           0.0078512
                  67,            0.020687,            0.011277,           0.0018075,             0.98168,             0.95534,             0.97819,             0.82957,            0.017743,           0.0041808,           0.0024456,           0.0077907,           0.0077907,           0.0077907
                  68,            0.020029,            0.011557,           0.0018812,             0.97245,             0.97308,             0.98174,             0.84811,            0.017103,           0.0040469,           0.0014277,           0.0077296,           0.0077296,           0.0077296
                  69,            0.020283,            0.011374,           0.0021307,             0.98904,             0.96757,               0.984,             0.84494,            0.016135,           0.0039238,           0.0012168,           0.0076679,           0.0076679,           0.0076679
                  70,            0.019293,            0.010858,           0.0022304,             0.97615,              0.9768,             0.98607,             0.79583,            0.017578,            0.004223,          0.00079155,           0.0076057,           0.0076057,           0.0076057
                  71,            0.019675,            0.011268,           0.0024201,             0.97069,             0.97183,             0.98373,             0.82965,            0.018065,           0.0043739,           0.0014702,            0.007543,            0.007543,            0.007543
                  72,            0.020104,            0.011195,           0.0018225,             0.98991,             0.96432,             0.98018,              0.8409,            0.015623,           0.0042672,           0.0014561,           0.0074797,           0.0074797,           0.0074797
                  73,            0.019723,            0.011701,           0.0025104,             0.98038,             0.96051,             0.98105,             0.83395,            0.016617,           0.0043676,           0.0014328,            0.007416,            0.007416,            0.007416
                  74,            0.018801,            0.011595,           0.0027134,              0.9926,             0.97004,             0.98033,              0.8454,            0.016289,             0.00405,           0.0013799,           0.0073518,           0.0073518,           0.0073518
                  75,            0.019239,            0.011597,           0.0019869,             0.98873,             0.97459,             0.98577,             0.84063,            0.015566,           0.0041293,          0.00087798,           0.0072872,           0.0072872,           0.0072872
                  76,            0.018874,            0.011277,           0.0019572,             0.96987,               0.976,             0.98051,             0.82541,            0.017357,           0.0042398,           0.0015711,           0.0072221,           0.0072221,           0.0072221
                  77,            0.019577,            0.010858,           0.0018374,             0.97643,             0.97011,             0.98282,             0.84777,            0.016685,           0.0041507,           0.0010176,           0.0071566,           0.0071566,           0.0071566
                  78,            0.020289,            0.010693,           0.0020239,             0.97751,             0.97289,             0.98742,             0.84633,            0.016289,           0.0041708,           0.0011298,           0.0070906,           0.0070906,           0.0070906
                  79,            0.019705,            0.010934,           0.0022842,             0.98861,              0.9627,              0.9849,             0.84917,            0.016046,           0.0039713,           0.0015287,           0.0070243,           0.0070243,           0.0070243
                  80,            0.018732,            0.010836,           0.0018604,             0.98782,             0.95852,             0.98427,             0.86069,            0.015403,           0.0040739,           0.0013846,           0.0069576,           0.0069576,           0.0069576
                  81,            0.019178,            0.010356,            0.001687,             0.97244,             0.97599,             0.98226,             0.86568,            0.014515,           0.0039878,           0.0014304,           0.0068906,           0.0068906,           0.0068906
                  82,            0.018287,            0.011225,           0.0017007,             0.98953,             0.96335,             0.98475,             0.85727,            0.014575,           0.0038631,           0.0014686,           0.0068232,           0.0068232,           0.0068232
