               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  71,            0.022607,            0.013005,           0.0018418,             0.97363,             0.97711,             0.99033,             0.79921,            0.016754,           0.0045468,          0.00068579,            0.007543,            0.007543,            0.007543
                  72,            0.022629,            0.013029,           0.0020329,             0.98146,             0.97137,             0.98884,             0.81198,            0.016724,           0.0044427,          0.00071821,           0.0074797,           0.0074797,           0.0074797
                  73,            0.021463,            0.012939,           0.0019538,             0.98061,             0.97641,             0.99108,             0.80984,            0.015289,           0.0044433,          0.00073804,            0.007416,            0.007416,            0.007416
                  74,            0.021575,            0.012013,            0.002044,             0.97599,             0.98347,             0.99421,             0.82379,            0.016193,           0.0041518,          0.00055477,           0.0073518,           0.0073518,           0.0073518
                  75,            0.022008,            0.012568,           0.0018838,              0.9849,             0.96202,             0.98864,             0.80555,            0.015625,           0.0043327,          0.00077714,           0.0072872,           0.0072872,           0.0072872
                  76,            0.021913,            0.012199,           0.0023252,             0.97737,             0.96477,             0.98847,             0.80377,            0.015547,           0.0045848,          0.00063318,           0.0072221,           0.0072221,           0.0072221
                  77,            0.021012,             0.01254,           0.0022159,             0.98067,             0.97107,             0.98921,             0.79943,            0.015902,           0.0046663,          0.00049769,           0.0071566,           0.0071566,           0.0071566
                  78,            0.020718,            0.012124,           0.0017424,              0.9879,             0.98398,             0.99382,               0.821,            0.014891,           0.0043607,          0.00045544,           0.0070906,           0.0070906,           0.0070906
                  79,            0.020819,            0.012521,           0.0024085,             0.96132,             0.98128,             0.99239,             0.81586,            0.015376,           0.0044674,          0.00047045,           0.0070243,           0.0070243,           0.0070243
                  80,            0.021823,            0.012155,           0.0023125,             0.95585,             0.98829,             0.99109,              0.8233,            0.014949,           0.0044163,          0.00050009,           0.0069576,           0.0069576,           0.0069576
                  81,            0.020896,            0.012005,           0.0019778,             0.98951,             0.96486,             0.99065,             0.82566,            0.015796,           0.0041864,          0.00076225,           0.0068906,           0.0068906,           0.0068906
                  82,            0.022043,            0.012109,           0.0020879,             0.98431,             0.98611,             0.99343,             0.83068,            0.014884,           0.0040614,          0.00049068,           0.0068232,           0.0068232,           0.0068232
                  83,            0.020392,            0.012174,           0.0017743,             0.97225,              0.9783,             0.99034,              0.8282,            0.015043,           0.0044029,          0.00054214,           0.0067555,           0.0067555,           0.0067555
                  84,            0.021489,            0.012125,           0.0023765,             0.96706,             0.96832,              0.9889,             0.81833,            0.014387,           0.0044021,          0.00051316,           0.0066874,           0.0066874,           0.0066874
                  85,            0.019804,            0.012473,           0.0021392,             0.99701,             0.96942,             0.99062,             0.82247,            0.015235,           0.0042789,          0.00058119,           0.0066191,           0.0066191,           0.0066191
                  86,            0.021299,            0.012545,           0.0020896,             0.98236,             0.97648,              0.9927,             0.81974,            0.015284,           0.0042154,          0.00063404,           0.0065505,           0.0065505,           0.0065505
                  87,            0.020845,             0.01182,           0.0018334,             0.97928,             0.97174,             0.99316,             0.82937,             0.01461,           0.0043083,          0.00053808,           0.0064816,           0.0064816,           0.0064816
                  88,             0.01986,            0.012364,           0.0018633,             0.98153,             0.97641,             0.99061,             0.84034,            0.014244,            0.004118,          0.00058748,           0.0064125,           0.0064125,           0.0064125
                  89,            0.019855,             0.01101,           0.0020149,             0.98292,             0.97637,             0.99215,             0.83484,            0.014317,           0.0041168,          0.00055845,           0.0063432,           0.0063432,           0.0063432
                  90,            0.020228,            0.011678,           0.0020679,             0.97527,             0.99036,             0.99316,             0.83775,            0.014201,           0.0041134,          0.00061012,           0.0062737,           0.0062737,           0.0062737
                  91,            0.019512,            0.011643,           0.0018952,             0.98039,             0.98559,             0.99187,             0.83898,            0.014676,           0.0042574,          0.00049157,            0.006204,            0.006204,            0.006204
